Game ID,Game Date,Season,Teams,Result,Season Type
0021500109,2015-11-10,22015,New York Knicks vs Toronto Raptors,111 - 109.0,Regular Season
0021500063,2015-11-04,22015,New York Knicks vs Cleveland Cavaliers,86 - 96.0,Regular Season
0021500034,2015-10-31,22015,New York Knicks vs Washington Wizards,117 - 110.0,Regular Season
0021500012,2015-10-28,22015,New York Knicks vs Milwaukee Bucks,122 - 97.0,Regular Season
1521500034,2015-07-14,22015,New York Knicks vs Philadelphia 76ers,84 - 81.0,Regular Season
1521500008,2015-07-11,22015,New York Knicks vs San Antonio Spurs,78 - 73.0,Regular Season
0022201219,2023-04-09,22022,Orlando Magic vs Miami Heat,110 - 123.0,Playoffs
0022201207,2023-04-07,22022,Orlando Magic vs Brooklyn Nets,84 - 101.0,Playoffs
0022201151,2023-03-31,22022,Orlando Magic vs Washington Wizards,116 - 109.0,Playoffs
0022201133,2023-03-28,22022,Orlando Magic vs Memphis Grizzlies,108 - 113.0,Playoffs
0022201070,2023-03-19,22022,Orlando Magic vs Los Angeles Lakers,105 - 111.0,Playoffs
0022201056,2023-03-18,22022,Orlando Magic vs Los Angeles Clippers,113 - 108.0,Playoffs
0022201046,2023-03-16,22022,Orlando Magic vs Phoenix Suns,113 - 116.0,Playoffs
0022201032,2023-03-14,22022,Orlando Magic vs San Antonio Spurs,114 - 132.0,Playoffs
0022200946,2023-03-03,22022,Orlando Magic vs Charlotte Hornets,117 - 106.0,Playoffs
0022200939,2023-03-01,22022,Orlando Magic vs Milwaukee Bucks,117 - 139.0,Playoffs
0022200922,2023-02-27,22022,Orlando Magic vs New Orleans Pelicans,101 - 93.0,Playoffs
0022200868,2023-02-14,22022,Orlando Magic vs Toronto Raptors,113 - 123.0,Playoffs
0022200863,2023-02-13,22022,Orlando Magic vs Chicago Bulls,100 - 91.0,Playoffs
0022200802,2023-02-05,22022,Orlando Magic vs Charlotte Hornets,119 - 113.0,Playoffs
0022200790,2023-02-03,22022,Orlando Magic vs Minnesota Timberwolves,127 - 120.0,Playoffs
0022200770,2023-02-01,22022,Orlando Magic vs Philadelphia 76ers,94 - 105.0,Playoffs
0022200756,2023-01-30,22022,Orlando Magic vs Philadelphia 76ers,119 - 109.0,Playoffs
0022200738,2023-01-27,22022,Orlando Magic vs Miami Heat,105 - 110.0,Playoffs
0022200693,2023-01-21,22022,Orlando Magic vs Washington Wizards,118 - 138.0,Playoffs
0022200653,2023-01-15,22022,Orlando Magic vs Denver Nuggets,116 - 119.0,Playoffs
0022200638,2023-01-13,22022,Orlando Magic vs Utah Jazz,108 - 112.0,Playoffs
0022200616,2023-01-10,22022,Orlando Magic vs Portland Trail Blazers,109 - 106.0,Playoffs
0022200610,2023-01-09,22022,Orlando Magic vs Sacramento Kings,111 - 136.0,Playoffs
0022200594,2023-01-07,22022,Orlando Magic vs Golden State Warriors,115 - 101.0,Playoffs
0022200515,2022-12-28,22022,Orlando Magic vs Detroit Pistons,101 - 121.0,Playoffs
0022200472,2022-12-21,22022,Orlando Magic vs Houston Rockets,116 - 110.0,Playoffs
0022200454,2022-12-19,22022,Orlando Magic vs Atlanta Hawks,125 - 126.0,Playoffs
0022200445,2022-12-18,22022,Orlando Magic vs Boston Celtics,95 - 92.0,Playoffs
0022200430,2022-12-16,22022,Orlando Magic vs Boston Celtics,117 - 109.0,Playoffs
0022200340,2022-12-03,22022,Orlando Magic vs Toronto Raptors,108 - 121.0,Playoffs
0022200330,2022-12-02,22022,Orlando Magic vs Cleveland Cavaliers,96 - 107.0,Playoffs
0022200302,2022-11-28,22022,Orlando Magic vs Brooklyn Nets,102 - 109.0,Playoffs
0022200249,2022-11-21,22022,Orlando Magic vs Indiana Pacers,102 - 123.0,Playoffs
0022200236,2022-11-19,22022,Orlando Magic vs Indiana Pacers,113 - 115.6,Playoffs
0022200227,2022-11-18,22022,Orlando Magic vs Chicago Bulls,108 - 107.0,Playoffs
0022200105,2022-11-01,22022,Orlando Magic vs Oklahoma City Thunder,108 - 116.0,Playoffs
0022200093,2022-10-30,22022,Orlando Magic vs Dallas Mavericks,105 - 114.0,Playoffs
0022200056,2022-10-26,22022,Orlando Magic vs Cleveland Cavaliers,92 - 103.0,Playoffs
0022200046,2022-10-24,22022,Orlando Magic vs New York Knicks,102 - 115.0,Playoffs
0022200020,2022-10-21,22022,Orlando Magic vs Atlanta Hawks,98 - 108.0,Playoffs
0022200003,2022-10-19,22022,Orlando Magic vs Detroit Pistons,109 - 113.0,Playoffs
1522200062,2022-07-16,22022,Orlando Magic vs Detroit Pistons,86 - 94.2,Playoffs
1522200029,2022-07-11,22022,Orlando Magic vs Oklahoma City Thunder,81 - 85.8,Playoffs
1522200011,2022-07-09,22022,Orlando Magic vs Sacramento Kings,94 - 94.0,Playoffs
0022101196,2022-04-07,22021,Orlando Magic vs Charlotte Hornets,101 - 128.0,Playoffs
0022101138,2022-03-30,22021,Orlando Magic vs Washington Wizards,110 - 127.0,Playoffs
0022101123,2022-03-28,22021,Orlando Magic vs Cleveland Cavaliers,101 - 107.0,Playoffs
0022101091,2022-03-23,22021,Orlando Magic vs Oklahoma City Thunder,102 - 116.0,Playoffs
0022100987,2022-03-09,22021,Orlando Magic vs New Orleans Pelicans,108 - 102.0,Playoffs
0022100957,2022-03-05,22021,Orlando Magic vs Memphis Grizzlies,96 - 124.0,Playoffs
0022100458,2022-03-04,22021,Orlando Magic vs Toronto Raptors,103 - 97.0,Playoffs
0022100864,2022-02-14,22021,Orlando Magic vs Denver Nuggets,111 - 121.0,Playoffs
0022100855,2022-02-12,22021,Orlando Magic vs Phoenix Suns,105 - 132.0,Playoffs
0022100844,2022-02-11,22021,Orlando Magic vs Utah Jazz,99 - 114.0,Playoffs
0022100823,2022-02-08,22021,Orlando Magic vs Portland Trail Blazers,113 - 95.0,Playoffs
0022100773,2022-02-02,22021,Orlando Magic vs Indiana Pacers,119 - 118.0,Playoffs
0022100769,2022-02-01,22021,Orlando Magic vs Chicago Bulls,115 - 126.0,Playoffs
0022100668,2022-01-19,22021,Orlando Magic vs Philadelphia 76ers,110 - 123.0,Playoffs
0022100650,2022-01-15,22021,Orlando Magic vs Dallas Mavericks,92 - 108.0,Playoffs
0022100632,2022-01-14,22021,Orlando Magic vs Charlotte Hornets,116 - 109.0,Playoffs
0022100620,2022-01-12,22021,Orlando Magic vs Washington Wizards,106 - 112.0,Playoffs
0022100593,2022-01-08,22021,Orlando Magic vs Detroit Pistons,92 - 97.0,Playoffs
0022100555,2022-01-03,22021,Orlando Magic vs Chicago Bulls,98 - 102.0,Playoffs
0022100546,2022-01-02,22021,Orlando Magic vs Boston Celtics,111 - 116.0,Playoffs
0022100493,2021-12-26,22021,Orlando Magic vs Miami Heat,83 - 93.0,Playoffs
0022100470,2021-12-22,22021,Orlando Magic vs Atlanta Hawks,104 - 98.0,Playoffs
0022100442,2021-12-18,22021,Orlando Magic vs Brooklyn Nets,100 - 93.0,Playoffs
0022100403,2021-12-12,22021,Orlando Magic vs Los Angeles Lakers,94 - 106.0,Playoffs
0022100391,2021-12-11,22021,Orlando Magic vs Los Angeles Clippers,104 - 106.0,Playoffs
0022100377,2021-12-08,22021,Orlando Magic vs Sacramento Kings,130 - 142.0,Playoffs
0022100361,2021-12-06,22021,Orlando Magic vs Golden State Warriors,95 - 126.0,Playoffs
0022100337,2021-12-03,22021,Orlando Magic vs Houston Rockets,116 - 118.0,Playoffs
0022100305,2021-11-29,22021,Orlando Magic vs Philadelphia 76ers,96 - 101.0,Playoffs
0022100295,2021-11-27,22021,Orlando Magic vs Cleveland Cavaliers,92 - 105.0,Playoffs
0022100258,2021-11-22,22021,Orlando Magic vs Milwaukee Bucks,92 - 123.0,Playoffs
0022100244,2021-11-20,22021,Orlando Magic vs Milwaukee Bucks,108 - 117.0,Playoffs
0022100233,2021-11-19,22021,Orlando Magic vs Brooklyn Nets,113 - 115.0,Playoffs
0022100218,2021-11-17,22021,Orlando Magic vs New York Knicks,104 - 98.0,Playoffs
0022100202,2021-11-15,22021,Orlando Magic vs Atlanta Hawks,111 - 129.0,Playoffs
0022100101,2021-11-01,22021,Orlando Magic vs Minnesota Timberwolves,115 - 97.0,Playoffs
0022100079,2021-10-30,22021,Orlando Magic vs Detroit Pistons,103 - 110.0,Playoffs
0022100071,2021-10-29,22021,Orlando Magic vs Toronto Raptors,109 - 110.0,Playoffs
0022100045,2021-10-25,22021,Orlando Magic vs Miami Heat,90 - 107.0,Playoffs
0022100036,2021-10-24,22021,Orlando Magic vs New York Knicks,110 - 104.0,Playoffs
0022100010,2021-10-20,22021,Orlando Magic vs San Antonio Spurs,97 - 123.0,Playoffs
1522100058,2021-08-15,22021,Orlando Magic vs Houston Rockets,89 - 81.6,Playoffs
1522100034,2021-08-12,22021,Orlando Magic vs Boston Celtics,71 - 108.0,Playoffs
1522100014,2021-08-09,22021,Orlando Magic vs Golden State Warriors,91 - 91.0,Playoffs
0022001075,2021-05-16,22020,Orlando Magic vs Philadelphia 76ers,117 - 128.0,Regular Season
0022001055,2021-05-14,22020,Orlando Magic vs Philadelphia 76ers,97 - 122.0,Regular Season
0022001049,2021-05-13,22020,Orlando Magic vs Atlanta Hawks,93 - 116.0,Regular Season
0022001038,2021-05-11,22020,Orlando Magic vs Milwaukee Bucks,102 - 114.0,Regular Season
0022001004,2021-05-07,22020,Orlando Magic vs Charlotte Hornets,112 - 122.0,Regular Season
0022000975,2021-05-03,22020,Orlando Magic vs Detroit Pistons,119 - 112.0,Regular Season
0022000953,2021-04-30,22020,Orlando Magic vs Memphis Grizzlies,75 - 92.0,Regular Season
0022000933,2021-04-28,22020,Orlando Magic vs Cleveland Cavaliers,109 - 104.0,Regular Season
0022000876,2021-04-20,22020,Orlando Magic vs Atlanta Hawks,96 - 112.0,Regular Season
0022000849,2021-04-16,22020,Orlando Magic vs Toronto Raptors,102 - 113.0,Regular Season
0022000833,2021-04-14,22020,Orlando Magic vs Chicago Bulls,115 - 106.0,Regular Season
0022000761,2021-04-04,22020,Orlando Magic vs Denver Nuggets,109 - 119.0,Regular Season
0022000752,2021-04-03,22020,Orlando Magic vs Utah Jazz,91 - 137.0,Regular Season
0022000734,2021-04-01,22020,Orlando Magic vs New Orleans Pelicans,115 - 110.0,Regular Season
0022000720,2021-03-30,22020,Orlando Magic vs Los Angeles Clippers,103 - 96.0,Regular Season
0022000706,2021-03-28,22020,Orlando Magic vs Los Angeles Lakers,93 - 96.0,Regular Season
0022000167,2021-03-21,22020,Orlando Magic vs Boston Celtics,96 - 112.0,Regular Season
0022000627,2021-03-18,22020,Orlando Magic vs New York Knicks,93 - 94.0,Regular Season
0022000583,2021-03-12,22020,Orlando Magic vs San Antonio Spurs,77 - 104.0,Regular Season
0022000571,2021-03-11,22020,Orlando Magic vs Miami Heat,103 - 111.0,Regular Season
0022000499,2021-02-25,22020,Orlando Magic vs Brooklyn Nets,92 - 129.0,Regular Season
0022000417,2021-02-14,22020,Orlando Magic vs Phoenix Suns,90 - 109.0,Regular Season
0022000405,2021-02-12,22020,Orlando Magic vs Sacramento Kings,123 - 112.0,Regular Season
0022000393,2021-02-11,22020,Orlando Magic vs Golden State Warriors,105 - 111.0,Regular Season
0022000380,2021-02-09,22020,Orlando Magic vs Portland Trail Blazers,97 - 106.0,Regular Season
0022000309,2021-01-31,22020,Orlando Magic vs Toronto Raptors,102 - 115.0,Regular Season
0022000231,2021-01-22,22020,Orlando Magic vs Indiana Pacers,118 - 120.0,Regular Season
0022000221,2021-01-20,22020,Orlando Magic vs Minnesota Timberwolves,97 - 96.0,Regular Season
0022000203,2021-01-18,22020,Orlando Magic vs New York Knicks,84 - 91.0,Regular Season
0022000190,2021-01-16,22020,Orlando Magic vs Brooklyn Nets,115 - 122.0,Regular Season
0022000180,2021-01-15,22020,Orlando Magic vs Boston Celtics,97 - 124.0,Regular Season
0022000139,2021-01-09,22020,Orlando Magic vs Dallas Mavericks,98 - 112.0,Regular Season
0022000127,2021-01-08,22020,Orlando Magic vs Houston Rockets,90 - 132.0,Regular Season
0022000052,2020-12-29,22020,Orlando Magic vs Oklahoma City Thunder,118 - 107.0,Regular Season
0022000033,2020-12-27,22020,Orlando Magic vs Washington Wizards,120 - 113.0,Regular Season
0022000024,2020-12-26,22020,Orlando Magic vs Washington Wizards,130 - 120.0,Regular Season
0021901288,2020-08-09,22019,Orlando Magic vs Boston Celtics,119 - 122.0,Regular Season
0021901277,2020-08-07,22019,Orlando Magic vs Philadelphia 76ers,101 - 108.0,Regular Season
0021901259,2020-08-04,22019,Orlando Magic vs Indiana Pacers,109 - 120.0,Regular Season
0021901233,2020-07-31,22019,Orlando Magic vs Brooklyn Nets,128 - 118.0,Regular Season
0021900964,2020-03-10,22019,Orlando Magic vs Memphis Grizzlies,120 - 115.0,Regular Season
0021900953,2020-03-08,22019,Orlando Magic vs Houston Rockets,126 - 106.0,Regular Season
0021900935,2020-03-06,22019,Orlando Magic vs Minnesota Timberwolves,132 - 118.0,Regular Season
0021900919,2020-03-04,22019,Orlando Magic vs Miami Heat,113 - 116.0,Regular Season
0021900893,2020-02-29,22019,Orlando Magic vs San Antonio Spurs,113 - 114.0,Regular Season
0021900867,2020-02-26,22019,Orlando Magic vs Atlanta Hawks,130 - 120.0,Regular Season
0021900852,2020-02-24,22019,Orlando Magic vs Brooklyn Nets,115 - 113.0,Regular Season
0021900764,2020-02-06,22019,Orlando Magic vs New York Knicks,103 - 105.0,Regular Season
0021900756,2020-02-05,22019,Orlando Magic vs Boston Celtics,100 - 116.0,Regular Season
0021900741,2020-02-03,22019,Orlando Magic vs Charlotte Hornets,112 - 100.0,Regular Season
0021900694,2020-01-27,22019,Orlando Magic vs Miami Heat,92 - 113.0,Regular Season
0021900642,2020-01-20,22019,Orlando Magic vs Charlotte Hornets,106 - 83.0,Regular Season
0021900634,2020-01-18,22019,Orlando Magic vs Golden State Warriors,95 - 109.0,Regular Season
0021900618,2020-01-16,22019,Orlando Magic vs Los Angeles Clippers,95 - 122.0,Regular Season
0021900613,2020-01-15,22019,Orlando Magic vs Los Angeles Lakers,119 - 118.0,Regular Season
0021900596,2020-01-13,22019,Orlando Magic vs Sacramento Kings,114 - 112.0,Regular Season
0021900573,2020-01-10,22019,Orlando Magic vs Phoenix Suns,94 - 98.0,Regular Season
0021900504,2020-01-01,22019,Orlando Magic vs Washington Wizards,122 - 101.0,Regular Season
0021900480,2019-12-28,22019,Orlando Magic vs Milwaukee Bucks,100 - 111.0,Regular Season
0021900428,2019-12-20,22019,Orlando Magic vs Portland Trail Blazers,103 - 118.0,Regular Season
0021900414,2019-12-18,22019,Orlando Magic vs Denver Nuggets,104 - 113.0,Regular Season
0021900405,2019-12-17,22019,Orlando Magic vs Utah Jazz,102 - 109.0,Regular Season
0021900388,2019-12-15,22019,Orlando Magic vs New Orleans Pelicans,130 - 119.0,Regular Season
0021900347,2019-12-09,22019,Orlando Magic vs Milwaukee Bucks,101 - 110.0,Regular Season
0021900321,2019-12-06,22019,Orlando Magic vs Cleveland Cavaliers,93 - 87.0,Regular Season
0021900300,2019-12-03,22019,Orlando Magic vs Washington Wizards,127 - 120.0,Regular Season
0021900255,2019-11-27,22019,Orlando Magic vs Cleveland Cavaliers,116 - 104.0,Regular Season
0021900241,2019-11-25,22019,Orlando Magic vs Detroit Pistons,88 - 103.0,Regular Season
0021900227,2019-11-23,22019,Orlando Magic vs Indiana Pacers,106 - 111.0,Regular Season
0021900207,2019-11-20,22019,Orlando Magic vs Toronto Raptors,97 - 113.0,Regular Season
0021900109,2019-11-06,22019,Orlando Magic vs Dallas Mavericks,106 - 107.0,Regular Season
0021900101,2019-11-05,22019,Orlando Magic vs Oklahoma City Thunder,94 - 102.0,Regular Season
0021900044,2019-10-28,22019,Orlando Magic vs Toronto Raptors,95 - 104.0,Regular Season
0021900028,2019-10-26,22019,Orlando Magic vs Atlanta Hawks,99 - 103.0,Regular Season
1521900077,2019-07-13,22019,Orlando Magic vs Chicago Bulls,85 - 71.4,Regular Season
1521900052,2019-07-10,22019,Orlando Magic vs Brooklyn Nets,85 - 93.6,Regular Season
1521900009,2019-07-05,22019,Orlando Magic vs San Antonio Spurs,75 - 59.0,Regular Season
0021801222,2019-04-10,22018,Orlando Magic vs Charlotte Hornets,122 - 114.0,Regular Season
0021801203,2019-04-07,22018,Orlando Magic vs Boston Celtics,116 - 108.0,Regular Season
0021801156,2019-04-01,22018,Orlando Magic vs Toronto Raptors,109 - 121.0,Regular Season
0021801140,2019-03-30,22018,Orlando Magic vs Indiana Pacers,121 - 116.0,Regular Season
0021801122,2019-03-28,22018,Orlando Magic vs Detroit Pistons,98 - 115.0,Regular Season
0021801109,2019-03-26,22018,Orlando Magic vs Miami Heat,104 - 99.0,Regular Season
0021801015,2019-03-13,22018,Orlando Magic vs Washington Wizards,90 - 100.0,Regular Season
0021800996,2019-03-10,22018,Orlando Magic vs Memphis Grizzlies,97 - 105.0,Regular Season
0021800960,2019-03-05,22018,Orlando Magic vs Philadelphia 76ers,106 - 114.0,Regular Season
0021800948,2019-03-03,22018,Orlando Magic vs Cleveland Cavaliers,93 - 107.0,Regular Season
0021800936,2019-03-02,22018,Orlando Magic vs Indiana Pacers,117 - 112.0,Regular Season
0021800908,2019-02-26,22018,Orlando Magic vs New York Knicks,103 - 108.0,Regular Season
0021800894,2019-02-24,22018,Orlando Magic vs Toronto Raptors,113 - 98.0,Regular Season
0021800851,2019-02-12,22018,Orlando Magic vs New Orleans Pelicans,118 - 88.0,Regular Season
0021800837,2019-02-10,22018,Orlando Magic vs Atlanta Hawks,124 - 108.0,Regular Season
0021800833,2019-02-09,22018,Orlando Magic vs Milwaukee Bucks,103 - 83.0,Regular Season
0021800802,2019-02-05,22018,Orlando Magic vs Oklahoma City Thunder,122 - 132.0,Regular Season
0021800737,2019-01-27,22018,Orlando Magic vs Houston Rockets,98 - 103.0,Regular Season
0021800708,2019-01-23,22018,Orlando Magic vs Brooklyn Nets,110 - 114.0,Regular Season
0021800695,2019-01-21,22018,Orlando Magic vs Atlanta Hawks,122 - 103.0,Regular Season
0021800657,2019-01-16,22018,Orlando Magic vs Detroit Pistons,115 - 120.0,Regular Season
0021800614,2019-01-09,22018,Orlando Magic vs Utah Jazz,93 - 106.0,Regular Season
0021800598,2019-01-07,22018,Orlando Magic vs Sacramento Kings,95 - 111.0,Regular Season
0021800586,2019-01-06,22018,Orlando Magic vs Los Angeles Clippers,96 - 106.0,Regular Season
0021800571,2019-01-04,22018,Orlando Magic vs Minnesota Timberwolves,103 - 120.0,Regular Season
0021800559,2019-01-02,22018,Orlando Magic vs Chicago Bulls,112 - 84.0,Regular Season
0021800543,2018-12-31,22018,Orlando Magic vs Charlotte Hornets,100 - 125.0,Regular Season
0021800474,2018-12-21,22018,Orlando Magic vs Chicago Bulls,80 - 90.0,Regular Season
0021800397,2018-12-10,22018,Orlando Magic vs Dallas Mavericks,76 - 101.0,Regular Season
0021800351,2018-12-04,22018,Orlando Magic vs Miami Heat,105 - 90.0,Regular Season
0021800327,2018-11-30,22018,Orlando Magic vs Phoenix Suns,99 - 85.0,Regular Season
0021800314,2018-11-28,22018,Orlando Magic vs Portland Trail Blazers,112 - 115.0,Regular Season
0021800300,2018-11-26,22018,Orlando Magic vs Golden State Warriors,110 - 116.0,Regular Season
0021800286,2018-11-25,22018,Orlando Magic vs Los Angeles Lakers,108 - 104.0,Regular Season
0021800276,2018-11-23,22018,Orlando Magic vs Denver Nuggets,87 - 112.0,Regular Season
0021800190,2018-11-12,22018,Orlando Magic vs Washington Wizards,109 - 117.0,Regular Season
0021800186,2018-11-11,22018,Orlando Magic vs New York Knicks,115 - 89.0,Regular Season
0021800137,2018-11-04,22018,Orlando Magic vs San Antonio Spurs,117 - 110.0,Regular Season
0021800081,2018-10-27,22018,Orlando Magic vs Milwaukee Bucks,91 - 113.0,Regular Season
0021800040,2018-10-22,22018,Orlando Magic vs Boston Celtics,93 - 90.0,Regular Season
0021800029,2018-10-20,22018,Orlando Magic vs Philadelphia 76ers,115 - 116.0,Regular Season
1521800067,2018-07-13,22018,Orlando Magic vs Oklahoma City Thunder,85 - 88.0,Regular Season
1521800038,2018-07-09,22018,Orlando Magic vs Phoenix Suns,53 - 65.2,Regular Season
0021701208,2018-04-09,22017,Orlando Magic vs Milwaukee Bucks,86 - 102.0,Regular Season
0021701200,2018-04-08,22017,Orlando Magic vs Toronto Raptors,101 - 112.0,Regular Season
0021701159,2018-04-03,22017,Orlando Magic vs New York Knicks,97 - 73.0,Regular Season
0021701147,2018-04-01,22017,Orlando Magic vs Atlanta Hawks,88 - 94.0,Regular Season
0021701012,2018-03-13,22017,Orlando Magic vs San Antonio Spurs,72 - 108.0,Regular Season
0021700991,2018-03-10,22017,Orlando Magic vs Los Angeles Clippers,105 - 113.0,Regular Season
0021700985,2018-03-09,22017,Orlando Magic vs Sacramento Kings,88 - 94.0,Regular Season
0021700971,2018-03-07,22017,Orlando Magic vs Los Angeles Lakers,107 - 108.0,Regular Season
0021700955,2018-03-05,22017,Orlando Magic vs Utah Jazz,80 - 94.0,Regular Season
0021700903,2018-02-26,22017,Orlando Magic vs Oklahoma City Thunder,105 - 112.0,Regular Season
0021700884,2018-02-24,22017,Orlando Magic vs Philadelphia 76ers,105 - 116.0,Regular Season
0021700844,2018-02-12,22017,Orlando Magic vs Chicago Bulls,101 - 105.0,Regular Season
0021700792,2018-02-05,22017,Orlando Magic vs Miami Heat,111 - 109.0,Regular Season
0021700748,2018-01-30,22017,Orlando Magic vs Houston Rockets,107 - 114.0,Regular Season
0021700725,2018-01-27,22017,Orlando Magic vs Indiana Pacers,112 - 114.0,Regular Season
0021700683,2018-01-21,22017,Orlando Magic vs Boston Celtics,103 - 95.0,Regular Season
0021700664,2018-01-18,22017,Orlando Magic vs Cleveland Cavaliers,103 - 104.0,Regular Season
0021700620,2018-01-12,22017,Orlando Magic vs Washington Wizards,119 - 125.0,Regular Season
0021700610,2018-01-10,22017,Orlando Magic vs Milwaukee Bucks,103 - 110.0,Regular Season
0021700601,2018-01-09,22017,Orlando Magic vs Dallas Mavericks,99 - 114.0,Regular Season
0021700545,2018-01-01,22017,Orlando Magic vs Brooklyn Nets,95 - 98.0,Regular Season
0021700500,2017-12-26,22017,Orlando Magic vs Miami Heat,89 - 107.0,Regular Season
0021700483,2017-12-23,22017,Orlando Magic vs Washington Wizards,103 - 130.0,Regular Season
0021700458,2017-12-20,22017,Orlando Magic vs Chicago Bulls,94 - 112.0,Regular Season
0021700438,2017-12-17,22017,Orlando Magic vs Detroit Pistons,110 - 114.0,Regular Season
0021700378,2017-12-09,22017,Orlando Magic vs Atlanta Hawks,110 - 117.0,Regular Season
0021700339,2017-12-04,22017,Orlando Magic vs Charlotte Hornets,94 - 104.0,Regular Season
0021700334,2017-12-03,22017,Orlando Magic vs New York Knicks,105 - 100.0,Regular Season
0021700290,2017-11-27,22017,Orlando Magic vs Indiana Pacers,109 - 121.0,Regular Season
0021700278,2017-11-25,22017,Orlando Magic vs Philadelphia 76ers,111 - 130.0,Regular Season
0021700269,2017-11-24,22017,Orlando Magic vs Boston Celtics,103 - 118.0,Regular Season
0021700261,2017-11-22,22017,Orlando Magic vs Minnesota Timberwolves,118 - 124.0,Regular Season
0021700213,2017-11-15,22017,Orlando Magic vs Portland Trail Blazers,94 - 99.0,Regular Season
0021700199,2017-11-13,22017,Orlando Magic vs Golden State Warriors,100 - 110.0,Regular Season
0021700185,2017-11-11,22017,Orlando Magic vs Denver Nuggets,107 - 125.0,Regular Season
0021700174,2017-11-10,22017,Orlando Magic vs Phoenix Suns,128 - 112.0,Regular Season
0021700112,2017-11-01,22017,Orlando Magic vs Memphis Grizzlies,101 - 99.0,Regular Season
0021700097,2017-10-30,22017,Orlando Magic vs New Orleans Pelicans,115 - 112.0,Regular Season
0021700088,2017-10-29,22017,Orlando Magic vs Charlotte Hornets,113 - 120.0,Regular Season
0021700028,2017-10-21,22017,Orlando Magic vs Cleveland Cavaliers,114 - 93.0,Regular Season
0021700022,2017-10-20,22017,Orlando Magic vs Brooklyn Nets,121 - 126.0,Regular Season
1421700016,2017-07-05,22017,Orlando Magic vs New York Knicks,84 - 73.0,Regular Season
1421700009,2017-07-03,22017,Orlando Magic vs Dallas Mavericks,76 - 86.0,Regular Season
1421700006,2017-07-02,22017,Orlando Magic vs Miami Heat,81 - 68.0,Regular Season
1421700002,2017-07-01,22017,Orlando Magic vs Indiana Pacers,74 - 85.0,Regular Season
0021601206,2017-04-10,22016,Orlando Magic vs Chicago Bulls,75 - 122.0,Regular Season
0021601156,2017-04-04,22016,Orlando Magic vs Cleveland Cavaliers,102 - 122.0,Regular Season
0021601139,2017-04-01,22016,Orlando Magic vs Brooklyn Nets,111 - 121.0,Regular Season
0021601129,2017-03-31,22016,Orlando Magic vs Boston Celtics,116 - 117.0,Regular Season
0021601097,2017-03-27,22016,Orlando Magic vs Toronto Raptors,112 - 131.0,Regular Season
0021601026,2017-03-17,22016,Orlando Magic vs Phoenix Suns,109 - 103.0,Regular Season
0021601019,2017-03-16,22016,Orlando Magic vs Golden State Warriors,92 - 122.0,Regular Season
0021600997,2017-03-13,22016,Orlando Magic vs Sacramento Kings,115 - 120.0,Regular Season
0021600965,2017-03-10,22016,Orlando Magic vs Charlotte Hornets,81 - 121.0,Regular Season
0021600930,2017-03-05,22016,Orlando Magic vs Washington Wizards,114 - 115.0,Regular Season
0021600823,2017-02-13,22016,Orlando Magic vs Miami Heat,116 - 107.0,Regular Season
0021600814,2017-02-11,22016,Orlando Magic vs Dallas Mavericks,80 - 112.0,Regular Season
0021600780,2017-02-07,22016,Orlando Magic vs Houston Rockets,104 - 128.0,Regular Season
0021600756,2017-02-04,22016,Orlando Magic vs Atlanta Hawks,86 - 113.0,Regular Season
0021600720,2017-01-30,22016,Orlando Magic vs Minnesota Timberwolves,105 - 111.0,Regular Season
0021600715,2017-01-29,22016,Orlando Magic vs Toronto Raptors,114 - 113.0,Regular Season
0021600697,2017-01-27,22016,Orlando Magic vs Boston Celtics,98 - 128.0,Regular Season
0021600631,2017-01-18,22016,Orlando Magic vs New Orleans Pelicans,98 - 118.0,Regular Season
0021600617,2017-01-16,22016,Orlando Magic vs Denver Nuggets,112 - 125.0,Regular Season
0021600604,2017-01-14,22016,Orlando Magic vs Utah Jazz,107 - 114.0,Regular Season
0021600598,2017-01-13,22016,Orlando Magic vs Portland Trail Blazers,115 - 109.0,Regular Season
0021600584,2017-01-11,22016,Orlando Magic vs Los Angeles Clippers,96 - 105.0,Regular Season
0021600567,2017-01-08,22016,Orlando Magic vs Los Angeles Lakers,95 - 111.0,Regular Season
0021600516,2017-01-02,22016,Orlando Magic vs New York Knicks,115 - 103.0,Regular Season
0021600510,2017-01-01,22016,Orlando Magic vs Indiana Pacers,104 - 117.0,Regular Season
0021600438,2016-12-22,22016,Orlando Magic vs New York Knicks,95 - 106.0,Regular Season
0021600422,2016-12-20,22016,Orlando Magic vs Miami Heat,136 - 130.0,Regular Season
0021600369,2016-12-13,22016,Orlando Magic vs Atlanta Hawks,131 - 120.0,Regular Season
0021600337,2016-12-09,22016,Orlando Magic vs Charlotte Hornets,88 - 109.0,Regular Season
0021600315,2016-12-06,22016,Orlando Magic vs Washington Wizards,124 - 116.0,Regular Season
0021600300,2016-12-04,22016,Orlando Magic vs Detroit Pistons,98 - 92.0,Regular Season
0021600282,2016-12-02,22016,Orlando Magic vs Philadelphia 76ers,105 - 88.0,Regular Season
0021600278,2016-12-01,22016,Orlando Magic vs Memphis Grizzlies,94 - 95.0,Regular Season
0021600264,2016-11-29,22016,Orlando Magic vs San Antonio Spurs,95 - 83.0,Regular Season
0021600204,2016-11-21,22016,Orlando Magic vs Milwaukee Bucks,89 - 93.0,Regular Season
