Game ID,Game Date,Season,Teams,Result,Season Type
0022201216,2023-04-09,22022,Atlanta Hawks vs Boston Celtics,114 - 120.0,Playoffs
0022201182,2023-04-04,22022,Atlanta Hawks vs Chicago Bulls,123 - 105.0,Playoffs
0022201153,2023-03-31,22022,Atlanta Hawks vs Brooklyn Nets,107 - 124.0,Playoffs
0022201090,2023-03-22,22022,Atlanta Hawks vs Minnesota Timberwolves,124 - 125.0,Playoffs
0022201065,2023-03-19,22022,Atlanta Hawks vs San Antonio Spurs,118 - 126.0,Playoffs
0022200999,2023-03-10,22022,Atlanta Hawks vs Washington Wizards,114 - 107.0,Playoffs
0022200985,2023-03-08,22022,Atlanta Hawks vs Washington Wizards,122 - 120.0,Playoffs
0022200974,2023-03-06,22022,Atlanta Hawks vs Miami Heat,128 - 130.0,Playoffs
0022200958,2023-03-04,22022,Atlanta Hawks vs Miami Heat,109 - 117.0,Playoffs
0022200857,2023-02-13,22022,Atlanta Hawks vs Charlotte Hornets,138 - 144.0,Playoffs
0022200818,2023-02-07,22022,Atlanta Hawks vs New Orleans Pelicans,107 - 116.0,Playoffs
0022200801,2023-02-04,22022,Atlanta Hawks vs Denver Nuggets,108 - 128.0,Playoffs
0022200792,2023-02-03,22022,Atlanta Hawks vs Utah Jazz,115 - 108.0,Playoffs
0022200777,2023-02-01,22022,Atlanta Hawks vs Phoenix Suns,132 - 100.0,Playoffs
0022200763,2023-01-30,22022,Atlanta Hawks vs Portland Trail Blazers,125 - 129.0,Playoffs
0022200725,2023-01-25,22022,Atlanta Hawks vs Oklahoma City Thunder,137 - 132.0,Playoffs
0022200708,2023-01-23,22022,Atlanta Hawks vs Chicago Bulls,100 - 111.0,Playoffs
0022200670,2023-01-18,22022,Atlanta Hawks vs Dallas Mavericks,130 - 122.0,Playoffs
0022200644,2023-01-14,22022,Atlanta Hawks vs Toronto Raptors,114 - 103.0,Playoffs
0022200633,2023-01-13,22022,Atlanta Hawks vs Indiana Pacers,113 - 111.0,Playoffs
0022200604,2023-01-08,22022,Atlanta Hawks vs Los Angeles Clippers,112 - 108.0,Playoffs
0022200590,2023-01-06,22022,Atlanta Hawks vs Los Angeles Lakers,114 - 130.0,Playoffs
0022200575,2023-01-04,22022,Atlanta Hawks vs Sacramento Kings,120 - 117.0,Playoffs
0022200558,2023-01-02,22022,Atlanta Hawks vs Golden State Warriors,141 - 143.0,Playoffs
0022200508,2022-12-27,22022,Atlanta Hawks vs Indiana Pacers,114 - 129.0,Playoffs
0022200428,2022-12-16,22022,Atlanta Hawks vs Charlotte Hornets,125 - 106.0,Playoffs
0022200416,2022-12-14,22022,Atlanta Hawks vs Orlando Magic,124 - 135.0,Playoffs
0022200404,2022-12-12,22022,Atlanta Hawks vs Memphis Grizzlies,103 - 128.0,Playoffs
0022200380,2022-12-09,22022,Atlanta Hawks vs Brooklyn Nets,116 - 120.0,Playoffs
0022200365,2022-12-07,22022,Atlanta Hawks vs New York Knicks,89 - 113.0,Playoffs
0022200313,2022-11-30,22022,Atlanta Hawks vs Orlando Magic,125 - 108.0,Playoffs
0022200299,2022-11-28,22022,Atlanta Hawks vs Philadelphia 76ers,101 - 104.0,Playoffs
0022200278,2022-11-25,22022,Atlanta Hawks vs Houston Rockets,122 - 128.0,Playoffs
0022200248,2022-11-21,22022,Atlanta Hawks vs Cleveland Cavaliers,102 - 106.2,Playoffs
0022200204,2022-11-14,22022,Atlanta Hawks vs Milwaukee Bucks,121 - 106.0,Playoffs
0022200188,2022-11-12,22022,Atlanta Hawks vs Philadelphia 76ers,109 - 121.0,Playoffs
0022200110,2022-11-02,22022,Atlanta Hawks vs New York Knicks,112 - 99.0,Playoffs
0022200099,2022-10-31,22022,Atlanta Hawks vs Toronto Raptors,109 - 139.0,Playoffs
0022200085,2022-10-29,22022,Atlanta Hawks vs Milwaukee Bucks,115 - 120.0,Playoffs
0022200070,2022-10-28,22022,Atlanta Hawks vs Detroit Pistons,136 - 112.0,Playoffs
0022200057,2022-10-26,22022,Atlanta Hawks vs Detroit Pistons,118 - 113.0,Playoffs
1522200061,2022-07-16,22022,Atlanta Hawks vs Cleveland Cavaliers,90 - 97.0,Playoffs
1522200046,2022-07-14,22022,Atlanta Hawks vs San Antonio Spurs,87 - 87.4,Playoffs
1522200034,2022-07-12,22022,Atlanta Hawks vs Miami Heat,0 - 0.0,Playoffs
1522200034,2022-07-12,22022,Atlanta Hawks vs Miami Heat,95 - 88.0,Playoffs
1522200014,2022-07-09,22022,Atlanta Hawks vs Utah Jazz,66 - 72.0,Playoffs
0022101221,2022-04-10,22021,Atlanta Hawks vs Houston Rockets,130 - 114.0,Playoffs
0022101207,2022-04-08,22021,Atlanta Hawks vs Miami Heat,109 - 113.0,Playoffs
0022101182,2022-04-05,22021,Atlanta Hawks vs Toronto Raptors,108 - 118.0,Playoffs
0022101143,2022-03-30,22021,Atlanta Hawks vs Oklahoma City Thunder,136 - 118.0,Playoffs
0022101124,2022-03-28,22021,Atlanta Hawks vs Indiana Pacers,132 - 123.0,Playoffs
0022101085,2022-03-23,22021,Atlanta Hawks vs Detroit Pistons,101 - 122.0,Playoffs
0022101081,2022-03-22,22021,Atlanta Hawks vs New York Knicks,117 - 111.0,Playoffs
0022101033,2022-03-16,22021,Atlanta Hawks vs Charlotte Hornets,106 - 116.0,Playoffs
0022100984,2022-03-09,22021,Atlanta Hawks vs Milwaukee Bucks,115 - 124.0,Playoffs
0022100968,2022-03-07,22021,Atlanta Hawks vs Detroit Pistons,110 - 113.0,Playoffs
0022100948,2022-03-04,22021,Atlanta Hawks vs Washington Wizards,117 - 114.0,Playoffs
0022100927,2022-03-01,22021,Atlanta Hawks vs Boston Celtics,98 - 107.0,Playoffs
0022100891,2022-02-24,22021,Atlanta Hawks vs Chicago Bulls,108 - 112.0,Playoffs
0022100874,2022-02-16,22021,Atlanta Hawks vs Orlando Magic,130 - 109.0,Playoffs
0022100856,2022-02-13,22021,Atlanta Hawks vs Boston Celtics,95 - 105.0,Playoffs
0022100807,2022-02-06,22021,Atlanta Hawks vs Dallas Mavericks,94 - 103.0,Playoffs
0022100790,2022-02-04,22021,Atlanta Hawks vs Toronto Raptors,114 - 125.0,Playoffs
0022100703,2022-01-23,22021,Atlanta Hawks vs Charlotte Hornets,113 - 91.0,Playoffs
0022100636,2022-01-14,22021,Atlanta Hawks vs Miami Heat,118 - 124.0,Playoffs
0022100597,2022-01-09,22021,Atlanta Hawks vs Los Angeles Clippers,93 - 106.0,Playoffs
0022100589,2022-01-07,22021,Atlanta Hawks vs Los Angeles Lakers,118 - 134.0,Playoffs
0022100577,2022-01-05,22021,Atlanta Hawks vs Sacramento Kings,108 - 102.0,Playoffs
0022100560,2022-01-03,22021,Atlanta Hawks vs Portland Trail Blazers,131 - 136.0,Playoffs
0022100533,2021-12-31,22021,Atlanta Hawks vs Cleveland Cavaliers,121 - 118.0,Playoffs
0022100519,2021-12-29,22021,Atlanta Hawks vs Chicago Bulls,117 - 131.0,Playoffs
0022100488,2021-12-25,22021,Atlanta Hawks vs New York Knicks,87 - 101.0,Playoffs
0022100478,2021-12-23,22021,Atlanta Hawks vs Philadelphia 76ers,98 - 96.0,Playoffs
0022100418,2021-12-15,22021,Atlanta Hawks vs Orlando Magic,111 - 99.0,Playoffs
0022100359,2021-12-06,22021,Atlanta Hawks vs Minnesota Timberwolves,121 - 110.0,Playoffs
0022100319,2021-12-01,22021,Atlanta Hawks vs Indiana Pacers,114 - 111.0,Playoffs
0022100285,2021-11-26,22021,Atlanta Hawks vs Memphis Grizzlies,132 - 100.0,Playoffs
0022100277,2021-11-24,22021,Atlanta Hawks vs San Antonio Spurs,124 - 106.0,Playoffs
0022100182,2021-11-12,22021,Atlanta Hawks vs Denver Nuggets,96 - 105.0,Playoffs
0022100156,2021-11-09,22021,Atlanta Hawks vs Utah Jazz,98 - 110.0,Playoffs
0022100152,2021-11-08,22021,Atlanta Hawks vs Golden State Warriors,113 - 127.0,Playoffs
0022100137,2021-11-06,22021,Atlanta Hawks vs Phoenix Suns,117 - 121.0,Playoffs
0022100113,2021-11-03,22021,Atlanta Hawks vs Brooklyn Nets,108 - 117.0,Playoffs
0022100082,2021-10-30,22021,Atlanta Hawks vs Philadelphia 76ers,94 - 122.0,Playoffs
0022100066,2021-10-28,22021,Atlanta Hawks vs Washington Wizards,111 - 122.0,Playoffs
0022100059,2021-10-27,22021,Atlanta Hawks vs New Orleans Pelicans,102 - 99.0,Playoffs
0022100027,2021-10-23,22021,Atlanta Hawks vs Cleveland Cavaliers,95 - 101.0,Playoffs
1522100065,2021-08-16,22021,Atlanta Hawks vs New York Knicks,85 - 99.4,Playoffs
1522100046,2021-08-14,22021,Atlanta Hawks vs Miami Heat,94 - 88.0,Playoffs
1522100017,2021-08-10,22021,Atlanta Hawks vs Indiana Pacers,84 - 77.6,Playoffs
0022001000,2021-05-06,22020,Atlanta Hawks vs Indiana Pacers,126 - 133.0,Regular Season
0022000949,2021-04-30,22020,Atlanta Hawks vs Philadelphia 76ers,104 - 126.0,Regular Season
0022000934,2021-04-28,22020,Atlanta Hawks vs Philadelphia 76ers,83 - 127.0,Regular Season
0022000916,2021-04-26,22020,Atlanta Hawks vs Detroit Pistons,86 - 100.0,Regular Season
0022000886,2021-04-21,22020,Atlanta Hawks vs New York Knicks,127 - 137.0,Regular Season
0022000824,2021-04-13,22020,Atlanta Hawks vs Toronto Raptors,108 - 103.0,Regular Season
0022000805,2021-04-11,22020,Atlanta Hawks vs Charlotte Hornets,105 - 101.0,Regular Season
0022000742,2021-04-02,22020,Atlanta Hawks vs New Orleans Pelicans,126 - 103.0,Regular Season
0022000735,2021-04-01,22020,Atlanta Hawks vs San Antonio Spurs,134 - 129.0,Regular Season
0022000171,2021-03-30,22020,Atlanta Hawks vs Phoenix Suns,110 - 117.0,Regular Season
0022000705,2021-03-28,22020,Atlanta Hawks vs Denver Nuggets,102 - 126.0,Regular Season
0022000692,2021-03-26,22020,Atlanta Hawks vs Golden State Warriors,124 - 108.0,Regular Season
0022000677,2021-03-24,22020,Atlanta Hawks vs Sacramento Kings,108 - 110.0,Regular Season
0022000660,2021-03-22,22020,Atlanta Hawks vs Los Angeles Clippers,110 - 119.0,Regular Season
0022000640,2021-03-20,22020,Atlanta Hawks vs Los Angeles Lakers,99 - 94.0,Regular Season
0022000613,2021-03-16,22020,Atlanta Hawks vs Houston Rockets,119 - 107.0,Regular Season
0022000570,2021-03-11,22020,Atlanta Hawks vs Toronto Raptors,121 - 120.0,Regular Season
0022000544,2021-03-03,22020,Atlanta Hawks vs Orlando Magic,115 - 112.0,Regular Season
0022000538,2021-03-02,22020,Atlanta Hawks vs Miami Heat,94 - 80.0,Regular Season
0022000522,2021-02-28,22020,Atlanta Hawks vs Miami Heat,99 - 109.0,Regular Season
0022000510,2021-02-26,22020,Atlanta Hawks vs Oklahoma City Thunder,109 - 118.0,Regular Season
0022000480,2021-02-23,22020,Atlanta Hawks vs Cleveland Cavaliers,111 - 112.0,Regular Season
0022000451,2021-02-19,22020,Atlanta Hawks vs Boston Celtics,109 - 121.0,Regular Season
0022000438,2021-02-17,22020,Atlanta Hawks vs Boston Celtics,122 - 114.0,Regular Season
0022000422,2021-02-15,22020,Atlanta Hawks vs New York Knicks,112 - 123.0,Regular Season
0022000384,2021-02-10,22020,Atlanta Hawks vs Dallas Mavericks,117 - 118.0,Regular Season
0022000290,2021-01-29,22020,Atlanta Hawks vs Washington Wizards,116 - 100.0,Regular Season
0022000254,2021-01-24,22020,Atlanta Hawks vs Milwaukee Bucks,115 - 129.0,Regular Season
0022000236,2021-01-22,22020,Atlanta Hawks vs Minnesota Timberwolves,116 - 98.0,Regular Season
0022000195,2021-01-16,22020,Atlanta Hawks vs Portland Trail Blazers,106 - 112.0,Regular Season
0022000186,2021-01-15,22020,Atlanta Hawks vs Utah Jazz,92 - 116.0,Regular Season
0022000134,2021-01-09,22020,Atlanta Hawks vs Charlotte Hornets,105 - 113.0,Regular Season
0022000072,2021-01-01,22020,Atlanta Hawks vs Brooklyn Nets,114 - 96.0,Regular Season
0022000057,2020-12-30,22020,Atlanta Hawks vs Brooklyn Nets,141 - 145.0,Regular Season
0022000021,2020-12-26,22020,Atlanta Hawks vs Memphis Grizzlies,122 - 112.0,Regular Season
0022000015,2020-12-23,22020,Atlanta Hawks vs Chicago Bulls,124 - 104.0,Regular Season
0021900943,2020-03-07,22019,Atlanta Hawks vs Memphis Grizzlies,101 - 118.0,Regular Season
0021900930,2020-03-06,22019,Atlanta Hawks vs Washington Wizards,112 - 118.0,Regular Season
0021900850,2020-02-24,22019,Atlanta Hawks vs Philadelphia 76ers,112 - 129.0,Regular Season
0021900807,2020-02-12,22019,Atlanta Hawks vs Cleveland Cavaliers,105 - 127.0,Regular Season
0021900795,2020-02-10,22019,Atlanta Hawks vs Orlando Magic,126 - 135.0,Regular Season
0021900771,2020-02-07,22019,Atlanta Hawks vs Boston Celtics,107 - 112.0,Regular Season
0021900759,2020-02-05,22019,Atlanta Hawks vs Minnesota Timberwolves,127 - 120.0,Regular Season
0021900733,2020-02-01,22019,Atlanta Hawks vs Dallas Mavericks,100 - 123.0,Regular Season
0021900703,2020-01-28,22019,Atlanta Hawks vs Toronto Raptors,114 - 130.0,Regular Season
0021900677,2020-01-24,22019,Atlanta Hawks vs Oklahoma City Thunder,111 - 140.0,Regular Season
0021900624,2020-01-17,22019,Atlanta Hawks vs San Antonio Spurs,121 - 120.0,Regular Season
0021900586,2020-01-12,22019,Atlanta Hawks vs Brooklyn Nets,86 - 108.0,Regular Season
0021900567,2020-01-10,22019,Atlanta Hawks vs Washington Wizards,101 - 111.0,Regular Season
0021900517,2020-01-03,22019,Atlanta Hawks vs Boston Celtics,106 - 109.0,Regular Season
0021900491,2019-12-30,22019,Atlanta Hawks vs Orlando Magic,101 - 93.0,Regular Season
0021900477,2019-12-28,22019,Atlanta Hawks vs Chicago Bulls,81 - 116.0,Regular Season
0021900444,2019-12-23,22019,Atlanta Hawks vs Cleveland Cavaliers,118 - 121.0,Regular Season
0021900431,2019-12-21,22019,Atlanta Hawks vs Brooklyn Nets,112 - 122.0,Regular Season
0021900403,2019-12-17,22019,Atlanta Hawks vs New York Knicks,120 - 143.0,Regular Season
0021900361,2019-12-11,22019,Atlanta Hawks vs Chicago Bulls,102 - 136.0,Regular Season
0021900354,2019-12-10,22019,Atlanta Hawks vs Miami Heat,121 - 135.0,Regular Season
0021900336,2019-12-08,22019,Atlanta Hawks vs Charlotte Hornets,122 - 107.0,Regular Season
0021900282,2019-11-30,22019,Atlanta Hawks vs Houston Rockets,111 - 158.0,Regular Season
0021900272,2019-11-29,22019,Atlanta Hawks vs Indiana Pacers,104 - 105.0,Regular Season
0021900261,2019-11-27,22019,Atlanta Hawks vs Milwaukee Bucks,102 - 111.0,Regular Season
0021900215,2019-11-22,22019,Atlanta Hawks vs Detroit Pistons,103 - 128.0,Regular Season
0021900188,2019-11-17,22019,Atlanta Hawks vs Los Angeles Lakers,101 - 122.0,Regular Season
0021900182,2019-11-16,22019,Atlanta Hawks vs Los Angeles Clippers,101 - 150.0,Regular Season
0021900165,2019-11-14,22019,Atlanta Hawks vs Phoenix Suns,112 - 128.0,Regular Season
0021900150,2019-11-12,22019,Atlanta Hawks vs Denver Nuggets,125 - 121.0,Regular Season
0021900138,2019-11-10,22019,Atlanta Hawks vs Portland Trail Blazers,113 - 124.0,Regular Season
0021900052,2019-10-29,22019,Atlanta Hawks vs Miami Heat,97 - 112.0,Regular Season
0021900014,2019-10-24,22019,Atlanta Hawks vs Detroit Pistons,117 - 100.0,Regular Season
1521900072,2019-07-12,22019,Atlanta Hawks vs San Antonio Spurs,80 - 72.0,Regular Season
1521900060,2019-07-11,22019,Atlanta Hawks vs Washington Wizards,71 - 76.0,Regular Season
1521900013,2019-07-06,22019,Atlanta Hawks vs Milwaukee Bucks,83 - 81.0,Regular Season
0021801202,2019-04-07,22018,Atlanta Hawks vs Milwaukee Bucks,107 - 115.0,Regular Season
0021801181,2019-04-05,22018,Atlanta Hawks vs Orlando Magic,113 - 149.0,Regular Season
0021801162,2019-04-02,22018,Atlanta Hawks vs San Antonio Spurs,111 - 117.0,Regular Season
0021801113,2019-03-26,22018,Atlanta Hawks vs New Orleans Pelicans,130 - 120.0,Regular Season
0021801046,2019-03-17,22018,Atlanta Hawks vs Orlando Magic,91 - 101.0,Regular Season
0021801034,2019-03-16,22018,Atlanta Hawks vs Boston Celtics,120 - 129.0,Regular Season
0021800953,2019-03-04,22018,Atlanta Hawks vs Miami Heat,113 - 114.0,Regular Season
0021800946,2019-03-03,22018,Atlanta Hawks vs Chicago Bulls,123 - 118.0,Regular Season
0021800903,2019-02-25,22018,Atlanta Hawks vs Houston Rockets,111 - 119.0,Regular Season
0021800791,2019-02-04,22018,Atlanta Hawks vs Washington Wizards,137 - 129.0,Regular Season
0021800784,2019-02-02,22018,Atlanta Hawks vs Phoenix Suns,118 - 112.0,Regular Season
0021800773,2019-02-01,22018,Atlanta Hawks vs Utah Jazz,112 - 128.0,Regular Season
0021800762,2019-01-30,22018,Atlanta Hawks vs Sacramento Kings,113 - 135.0,Regular Season
0021800748,2019-01-28,22018,Atlanta Hawks vs Los Angeles Clippers,123 - 118.0,Regular Season
0021800734,2019-01-26,22018,Atlanta Hawks vs Portland Trail Blazers,111 - 120.0,Regular Season
0021800712,2019-01-23,22018,Atlanta Hawks vs Chicago Bulls,121 - 101.0,Regular Season
0021800621,2019-01-11,22018,Atlanta Hawks vs Philadelphia 76ers,123 - 121.0,Regular Season
0021800609,2019-01-09,22018,Atlanta Hawks vs Brooklyn Nets,100 - 116.0,Regular Season
0021800602,2019-01-08,22018,Atlanta Hawks vs Toronto Raptors,101 - 104.0,Regular Season
0021800572,2019-01-04,22018,Atlanta Hawks vs Milwaukee Bucks,112 - 144.0,Regular Season
0021800556,2019-01-02,22018,Atlanta Hawks vs Washington Wizards,98 - 114.0,Regular Season
0021800542,2018-12-31,22018,Atlanta Hawks vs Indiana Pacers,108 - 116.0,Regular Season
0021800522,2018-12-28,22018,Atlanta Hawks vs Minnesota Timberwolves,123 - 120.0,Regular Season
0021800486,2018-12-23,22018,Atlanta Hawks vs Detroit Pistons,98 - 95.0,Regular Season
0021800472,2018-12-21,22018,Atlanta Hawks vs New York Knicks,114 - 107.0,Regular Season
0021800436,2018-12-16,22018,Atlanta Hawks vs Brooklyn Nets,127 - 144.0,Regular Season
0021800420,2018-12-14,22018,Atlanta Hawks vs Boston Celtics,108 - 129.0,Regular Season
0021800412,2018-12-12,22018,Atlanta Hawks vs Dallas Mavericks,107 - 114.0,Regular Season
0021800325,2018-11-30,22018,Atlanta Hawks vs Oklahoma City Thunder,109 - 124.0,Regular Season
0021800306,2018-11-28,22018,Atlanta Hawks vs Charlotte Hornets,94 - 108.0,Regular Season
0021800302,2018-11-27,22018,Atlanta Hawks vs Miami Heat,115 - 113.0,Regular Season
0021800226,2018-11-17,22018,Atlanta Hawks vs Indiana Pacers,89 - 97.0,Regular Season
0021800214,2018-11-15,22018,Atlanta Hawks vs Denver Nuggets,93 - 138.0,Regular Season
0021800201,2018-11-13,22018,Atlanta Hawks vs Golden State Warriors,103 - 110.0,Regular Season
0021800189,2018-11-11,22018,Atlanta Hawks vs Los Angeles Lakers,106 - 107.0,Regular Season
0021800149,2018-11-06,22018,Atlanta Hawks vs Charlotte Hornets,102 - 113.0,Regular Season
0021800097,2018-10-30,22018,Atlanta Hawks vs Cleveland Cavaliers,114 - 136.0,Regular Season
0021800088,2018-10-29,22018,Atlanta Hawks vs Philadelphia 76ers,92 - 113.0,Regular Season
0021800036,2018-10-21,22018,Atlanta Hawks vs Cleveland Cavaliers,133 - 111.0,Regular Season
0021800020,2018-10-19,22018,Atlanta Hawks vs Memphis Grizzlies,117 - 131.0,Regular Season
0021800007,2018-10-17,22018,Atlanta Hawks vs New York Knicks,107 - 126.0,Regular Season
1521800069,2018-07-13,22018,Atlanta Hawks vs Los Angeles Clippers,97 - 95.0,Regular Season
1521800061,2018-07-12,22018,Atlanta Hawks vs Portland Trail Blazers,69 - 90.8,Regular Season
1521800051,2018-07-11,22018,Atlanta Hawks vs Indiana Pacers,107 - 114.6,Regular Season
1521800043,2018-07-10,22018,Atlanta Hawks vs Chicago Bulls,101 - 95.0,Regular Season
1621800006,2018-07-05,22018,Atlanta Hawks vs Utah Jazz,87 - 84.8,Regular Season
1621800001,2018-07-02,22018,Atlanta Hawks vs Memphis Grizzlies,88 - 103.0,Regular Season
0021701202,2018-04-08,22017,Atlanta Hawks vs Boston Celtics,112 - 106.0,Regular Season
0021701184,2018-04-06,22017,Atlanta Hawks vs Washington Wizards,103 - 97.0,Regular Season
0021701158,2018-04-03,22017,Atlanta Hawks vs Miami Heat,98 - 101.0,Regular Season
0021701120,2018-03-28,22017,Atlanta Hawks vs Minnesota Timberwolves,114 - 120.0,Regular Season
0021701101,2018-03-25,22017,Atlanta Hawks vs Houston Rockets,99 - 118.0,Regular Season
0021701087,2018-03-23,22017,Atlanta Hawks vs Golden State Warriors,94 - 106.0,Regular Season
0021701077,2018-03-22,22017,Atlanta Hawks vs Sacramento Kings,90 - 105.0,Regular Season
0021701062,2018-03-20,22017,Atlanta Hawks vs Utah Jazz,99 - 94.0,Regular Season
0021701041,2018-03-17,22017,Atlanta Hawks vs Milwaukee Bucks,117 - 122.0,Regular Season
0021700978,2018-03-09,22017,Atlanta Hawks vs Indiana Pacers,87 - 112.0,Regular Season
0021700958,2018-03-06,22017,Atlanta Hawks vs Toronto Raptors,90 - 106.0,Regular Season
0021700874,2018-02-23,22017,Atlanta Hawks vs Indiana Pacers,93 - 116.0,Regular Season
0021700853,2018-02-14,22017,Atlanta Hawks vs Detroit Pistons,98 - 104.0,Regular Season
0021700848,2018-02-13,22017,Atlanta Hawks vs Milwaukee Bucks,92 - 97.0,Regular Season
0021700811,2018-02-08,22017,Atlanta Hawks vs Orlando Magic,98 - 100.0,Regular Season
0021700786,2018-02-04,22017,Atlanta Hawks vs New York Knicks,99 - 96.0,Regular Season
0021700767,2018-02-02,22017,Atlanta Hawks vs Boston Celtics,110 - 119.0,Regular Season
0021700714,2018-01-26,22017,Atlanta Hawks vs Charlotte Hornets,110 - 121.0,Regular Season
0021700612,2018-01-10,22017,Atlanta Hawks vs Denver Nuggets,110 - 96.6,Regular Season
0021700598,2018-01-08,22017,Atlanta Hawks vs Los Angeles Clippers,107 - 108.0,Regular Season
0021700590,2018-01-07,22017,Atlanta Hawks vs Los Angeles Lakers,113 - 132.0,Regular Season
0021700576,2018-01-05,22017,Atlanta Hawks vs Portland Trail Blazers,89 - 110.0,Regular Season
0021700551,2018-01-02,22017,Atlanta Hawks vs Phoenix Suns,103 - 104.0,Regular Season
0021700522,2017-12-29,22017,Atlanta Hawks vs Toronto Raptors,98 - 111.0,Regular Season
0021700477,2017-12-22,22017,Atlanta Hawks vs Oklahoma City Thunder,117 - 120.0,Regular Season
0021700425,2017-12-15,22017,Atlanta Hawks vs Memphis Grizzlies,94 - 96.0,Regular Season
0021700397,2017-12-12,22017,Atlanta Hawks vs Cleveland Cavaliers,114 - 123.0,Regular Season
0021700390,2017-12-10,22017,Atlanta Hawks vs New York Knicks,107 - 111.0,Regular Season
0021700355,2017-12-06,22017,Atlanta Hawks vs Orlando Magic,106 - 110.0,Regular Season
0021700328,2017-12-02,22017,Atlanta Hawks vs Brooklyn Nets,114 - 101.0,Regular Season
0021700250,2017-11-20,22017,Atlanta Hawks vs San Antonio Spurs,85 - 96.0,Regular Season
0021700195,2017-11-13,22017,Atlanta Hawks vs New Orleans Pelicans,105 - 106.0,Regular Season
0021700177,2017-11-11,22017,Atlanta Hawks vs Washington Wizards,94 - 113.0,Regular Season
0021700169,2017-11-10,22017,Atlanta Hawks vs Detroit Pistons,104 - 111.0,Regular Season
0021700136,2017-11-05,22017,Atlanta Hawks vs Cleveland Cavaliers,117 - 116.8,Regular Season
0021700107,2017-11-01,22017,Atlanta Hawks vs Philadelphia 76ers,109 - 119.0,Regular Season
0021700065,2017-10-26,22017,Atlanta Hawks vs Chicago Bulls,86 - 91.0,Regular Season
0021700042,2017-10-23,22017,Atlanta Hawks vs Miami Heat,93 - 104.0,Regular Season
0021700038,2017-10-22,22017,Atlanta Hawks vs Brooklyn Nets,104 - 116.0,Regular Season
0021700017,2017-10-20,22017,Atlanta Hawks vs Charlotte Hornets,91 - 113.0,Regular Season
0021700009,2017-10-18,22017,Atlanta Hawks vs Dallas Mavericks,117 - 111.0,Regular Season
1521700023,2017-07-10,22017,Atlanta Hawks vs Chicago Bulls,75 - 55.0,Regular Season
1521700015,2017-07-09,22017,Atlanta Hawks vs New Orleans Pelicans,84 - 82.0,Regular Season
0021601226,2017-04-12,22016,Atlanta Hawks vs Indiana Pacers,86 - 104.0,Regular Season
0021601179,2017-04-07,22016,Atlanta Hawks vs Cleveland Cavaliers,114 - 100.0,Regular Season
0021601148,2017-04-02,22016,Atlanta Hawks vs Brooklyn Nets,82 - 91.0,Regular Season
0021601138,2017-04-01,22016,Atlanta Hawks vs Chicago Bulls,104 - 106.0,Regular Season
0021601111,2017-03-29,22016,Atlanta Hawks vs Philadelphia 76ers,99 - 92.0,Regular Season
0021601078,2017-03-24,22016,Atlanta Hawks vs Milwaukee Bucks,97 - 100.0,Regular Season
0021601063,2017-03-22,22016,Atlanta Hawks vs Washington Wizards,100 - 104.0,Regular Season
0021601044,2017-03-20,22016,Atlanta Hawks vs Charlotte Hornets,90 - 105.0,Regular Season
0021600994,2017-03-13,22016,Atlanta Hawks vs San Antonio Spurs,99 - 107.0,Regular Season
0021600981,2017-03-11,22016,Atlanta Hawks vs Memphis Grizzlies,107 - 90.0,Regular Season
0021600885,2017-02-27,22016,Atlanta Hawks vs Boston Celtics,114 - 98.0,Regular Season
0021600867,2017-02-25,22016,Atlanta Hawks vs Orlando Magic,86 - 105.0,Regular Season
0021600846,2017-02-15,22016,Atlanta Hawks vs Los Angeles Clippers,84 - 99.0,Regular Season
0021600830,2017-02-13,22016,Atlanta Hawks vs Portland Trail Blazers,109 - 104.0,Regular Season
0021600806,2017-02-10,22016,Atlanta Hawks vs Sacramento Kings,107 - 108.0,Regular Season
0021600743,2017-02-02,22016,Atlanta Hawks vs Houston Rockets,113 - 108.0,Regular Season
0021600734,2017-02-01,22016,Atlanta Hawks vs Miami Heat,93 - 116.0,Regular Season
0021600683,2017-01-25,22016,Atlanta Hawks vs Chicago Bulls,119 - 114.0,Regular Season
0021600633,2017-01-18,22016,Atlanta Hawks vs Detroit Pistons,95 - 118.0,Regular Season
0021600613,2017-01-16,22016,Atlanta Hawks vs New York Knicks,108 - 107.0,Regular Season
0021600573,2017-01-10,22016,Atlanta Hawks vs Brooklyn Nets,117 - 97.0,Regular Season
0021600557,2017-01-07,22016,Atlanta Hawks vs Dallas Mavericks,97 - 82.0,Regular Season
0021600539,2017-01-05,22016,Atlanta Hawks vs New Orleans Pelicans,99 - 94.0,Regular Season
0021600530,2017-01-04,22016,Atlanta Hawks vs Orlando Magic,111 - 92.0,Regular Season
0021600468,2016-12-26,22016,Atlanta Hawks vs Minnesota Timberwolves,90 - 104.0,Regular Season
0021600451,2016-12-23,22016,Atlanta Hawks vs Denver Nuggets,109 - 108.0,Regular Season
0021600415,2016-12-19,22016,Atlanta Hawks vs Oklahoma City Thunder,110 - 108.0,Regular Season
0021600392,2016-12-16,22016,Atlanta Hawks vs Toronto Raptors,125 - 121.0,Regular Season
0021600340,2016-12-09,22016,Atlanta Hawks vs Milwaukee Bucks,114 - 110.0,Regular Season
0021600293,2016-12-03,22016,Atlanta Hawks vs Toronto Raptors,84 - 128.0,Regular Season
