year,player_name,salary
2018,MarShon Brooks,"$2,005,200"
2018,Josh Hart,"$2,004,072"
2018,Jacob Evans,"$1,993,465"
2018,Pat Connaughton,"$1,986,927"
2018,DeAndre Bembry,"$1,979,226"
2018,Dzanan Musa,"$1,978,936"
2018,Omari Spellman,"$1,964,551"
2018,Noah Vonleh,"$1,963,213"
2018,James Ennis,"$1,963,213"
2018,Luke Kornet,"$1,960,604"
2018,TJ McConnell,"$1,937,914"
2018,Richaun Holmes,"$1,937,914"
2018,Malachi Richardson,"$1,900,185"
2018,Kevon Looney,"$1,897,336"
2018,Jahlil Okafor,"$1,897,336"
2018,Wayne Selden,"$1,870,631"
2018,Dorian Finney-Smith,"$1,870,631"
2018,Damian Jones,"$1,870,631"
2018,Quinn Cook,"$1,870,631"
2018,Wade Baldwin,"$1,870,631"
2018,Ivica Zubac,"$1,870,631"
2018,Rodney McGruder,"$1,870,631"
2018,Malcolm Brogdon,"$1,870,631"
2018,Cheick Diallo,"$1,870,631"
2018,Skal Labissiere,"$1,870,631"
2018,Jake Layman,"$1,870,631"
2018,Dejounte Murray,"$1,870,631"
2018,Pascal Siakam,"$1,870,631"
2018,Treveon Graham,"$1,831,461"
2018,David Nwaba,"$1,831,461"
2018,Gerald Green,"$1,831,461"
2018,Derrick Jones,"$1,831,461"
2018,Christian Wood,"$1,831,461"
2018,Georges Niang,"$1,831,461"
2018,Willy Hernangomez,"$1,811,966"
2018,Sviatoslav Mykhailiuk,"$1,801,304"
2018,Mitchell Robinson,"$1,798,574"
2018,Michael Carter-Williams,"$1,777,556"
2018,Jawun Evans,"$1,762,313"
2018,Semi Ojeleye,"$1,668,779"
2018,Daniel Theis,"$1,668,779"
2018,Dwayne Bacon,"$1,668,779"
2018,Maxi Kleber,"$1,668,779"
2018,Jordan Bell,"$1,668,779"
2018,Zhou Qi,"$1,668,779"
2018,Sindarius Thornwell,"$1,668,779"
2018,Rade Zagorac,"$1,668,779"
2018,Dillon Brooks,"$1,668,779"
2018,Ivan Rabb,"$1,668,779"
2018,Tyler Dorsey,"$1,668,779"
2018,Sterling Brown,"$1,668,779"
2018,Frank Jackson,"$1,668,779"
2018,Damyean Dotson,"$1,668,779"
2018,Abdel Nader,"$1,668,779"
2018,Wesley Iwundu,"$1,668,779"
2018,Khem Birch,"$1,668,779"
2018,Frank Mason,"$1,668,779"
2018,Royce O'Neale,"$1,668,779"
2018,Thomas Bryant,"$1,668,779"
2018,Daniel Hamilton,"$1,633,836"
2018,Jabari Bird,"$1,633,836"
2018,Antonio Blakeney,"$1,633,836"
2018,Ryan Arcidiacono,"$1,633,836"
2018,Monte Morris,"$1,633,836"
2018,Alfonzo McKinnie,"$1,633,836"
2018,Ike Anigbogu,"$1,633,836"
2018,Tyrone Wallace,"$1,633,836"
2018,Shaquille Harrison,"$1,604,956"
2018,Elie Okobo,"$1,499,535"
2018,Jalen Brunson,"$1,489,287"
2018,Melvin Frazier,"$1,271,342"
2018,Raymond Spalding,"$1,238,904"
2018,Isaac Bonga,"$1,210,802"
2018,Justin Hamilton,"$1,210,802"
2018,Devonte Graham,"$1,196,835"
2018,Chasson Randle,"$1,181,530"
2018,Patrick McCaw,"$1,167,339"
2018,De'Anthony Melton,"$1,149,051"
2018,Jason Thompson,"$1,081,650"
2018,Brad Wanamaker,"$1,015,214"
2018,Ryan Broekhoff,"$1,015,214"
2018,Jarred Vanderbilt,"$1,015,214"
2018,Bruce Brown,"$1,015,214"
2018,Khyri Thomas,"$1,015,214"
2018,Isaiah Hartenstein,"$1,015,214"
2018,Alize Johnson,"$1,015,214"
2018,Jevon Carter,"$1,015,214"
2018,Keita Bates-Diop,"$1,015,214"
2018,Kenrich Williams,"$1,015,214"
2018,Hamidou Diallo,"$1,015,214"
2018,Isaiah Briscoe,"$1,015,214"
2018,Gary Trent Jr,"$1,015,214"
2018,Chimezie Metu,"$1,015,214"
2018,Lorenzo Brown,"$968,642"
2018,Davon Reed,"$910,825"
2018,Isaiah Canaan,"$901,649"
2018,Isaiah Whitehead,"$879,515"
2018,Bruno Caboclo,"$854,053"
2018,Gary Clark,"$816,228"
2018,James Nunnally,"$803,070"
2018,Kalin Lucas,"$784,609"
2018,John Jenkins,"$709,298"
2018,Deonte Burton,"$605,401"
2018,Andrew Bogut,"$589,530"
2018,Dakari Johnson,"$556,259"
2018,Chris Boucher,"$553,843"
2018,Malcolm Miller,"$553,843"
2018,Edmond Sumner,"$544,611"
2018,Yante Maten,"$466,159"
2018,Andrew Harrison,"$429,228"
2018,Eric Moreland,"$375,177"
2018,Nick Young,"$343,892"
2018,Danuel House,"$300,069"
2018,Okaro White,"$300,069"
2018,Jaylen Adams,"$286,783"
2018,Ben Moore,"$268,917"
2018,Tyler Zeller,"$259,048"
2018,Quincy Acy,"$259,048"
2018,Terrence Jones,"$240,440"
2018,Jimmer Fredette,"$240,440"
2018,Dairis Bertans,"$235,162"
2018,Walter Lemon Jr,"$213,403"
2018,Demetrius Jackson,"$205,965"
2018,BJ Johnson,"$172,067"
2018,Chris Chiozza,"$166,332"
2018,Johnathan Williams,"$154,074"
2018,Cam Reynolds,"$131,920"
2018,Donatas Motiejunas,"$120,219"
2018,Emanuel Terry,"$114,710"
2018,Justin Bibbs,"$111,586"
2018,JaKarr Sampson,"$103,471"
2018,Gary Payton II,"$103,471"
2018,Alex Poythress,"$93,534"
2018,PJ Dozier,"$93,534"
2018,RJ Hunter,"$93,534"
2018,Theo Pinson,"$93,534"
2018,Alan Williams,"$93,534"
2018,Joe Chealey,"$93,534"
2018,JP Macura,"$93,534"
2018,Rawle Alkins,"$93,534"
2018,Tyler Ulis,"$93,534"
2018,Brandon Sampson,"$93,534"
2018,Jaron Blossomgame,"$93,534"
2018,Jalen Jones,"$93,534"
2018,Deng Adel,"$93,534"
2018,John Holland,"$93,534"
2018,Billy Preston,"$93,534"
2018,Kostas Antetokounmpo,"$93,534"
2018,Daryl Macon,"$93,534"
2018,Thomas Welsh,"$93,534"
2018,DeVaughn Akoon-Purcell,"$93,534"
2018,Archie Goodwin,"$93,534"
2018,Keenan Evans,"$93,534"
2018,Zach Lofton,"$93,534"
2018,Damion Lee,"$93,534"
2018,Marcus Derrickson,"$93,534"
2018,Vincent Edwards,"$93,534"
2018,Trevon Duval,"$93,534"
2018,Angel Delgado,"$93,534"
2018,Johnathan Motley,"$93,534"
2018,Alex Caruso,"$93,534"
2018,Yuta Watanabe,"$93,534"
2018,DJ Stephens,"$93,534"
2018,Jarnell Stokes,"$93,534"
2018,Julian Washburn,"$93,534"
2018,Duncan Robinson,"$93,534"
2018,Jaylen Morris,"$93,534"
2018,Bonzie Colson,"$93,534"
2018,CJ Williams,"$93,534"
2018,Jared Terrell,"$93,534"
2018,Trevon Bluiett,"$93,534"
2018,Isaiah Hicks,"$93,534"
2018,Kadeem Allen,"$93,534"
2018,Tyler Davis,"$93,534"
2018,Donte Grantham,"$93,534"
2018,Troy Caupain,"$93,534"
2018,Amile Jefferson,"$93,534"
2018,Shake Milton,"$93,534"
2018,Haywood Highsmith,"$93,534"
2018,George King,"$93,534"
2018,Troy Williams,"$93,534"
2018,Drew Eubanks,"$93,534"
2018,Jordan Loyd,"$93,534"
2018,Naz Long,"$93,534"
2018,Tyler Cavanaugh,"$93,534"
2018,Devin Robinson,"$93,534"
2018,Jordan McRae,"$93,534"
2018,Jonathan Gibson,"$92,306"
2018,Kobi Simmons,"$92,306"
2018,Andre Ingram,"$92,306"
2018,Scott Machado,"$92,306"
2018,Charles Cooke,"$92,306"
2018,Scotty Hopson,"$92,306"
2018,Wenyen Gabriel,"$90,810"
2018,Billy Garrett,"$81,571"
2018,Brandon Goodwin,"$68,828"
2018,Mitch Creek,"$68,828"
2018,Jemerrio Jones,"$63,167"
2018,Jordan Sibert,"$57,355"
2018,Isaac Humphries,"$57,355"
2018,Mitchell Creek,"$57,355"
2018,Tahjere McCall,"$57,355"
2018,Michael Frazier,"$57,355"
2018,Stephan Hicks,"$57,355"
2018,Dusty Hannahs,"$57,355"
2018,Kendrick Nunn,"$57,355"
2018,Richard Solomon,"$57,355"
2018,Cody Demps,"$57,355"
2018,Tarik Phillip,"$57,355"
2019,Stephen Curry,"$47,922,728"
2019,Russell Westbrook,"$45,867,637"
2019,Chris Paul,"$45,867,637"
2019,James Harden,"$45,501,374"
2019,John Wall,"$45,501,374"
2019,LeBron James,"$44,593,536"
2019,Kevin Durant,"$44,310,208"
2019,Blake Griffin,"$41,035,648"
2019,Kyle Lowry,"$39,661,437"
2019,Paul George,"$39,315,117"
2019,Kemba Walker,"$39,001,178"
2019,Klay Thompson,"$39,001,178"
2019,Kawhi Leonard,"$39,001,178"
2019,Jimmy Butler,"$39,001,178"
2019,Tobias Harris,"$39,001,178"
2019,Gordon Hayward,"$38,951,971"
2019,Mike Conley,"$38,726,761"
2019,Kyrie Irving,"$37,810,011"
2019,Khris Middleton,"$36,453,806"
2019,Paul Millsap,"$36,151,907"
2019,Damian Lillard,"$35,499,530"
2019,Kevin Love,"$34,475,733"
2019,Nikola Vucevic,"$33,352,666"
2019,Al Horford,"$33,352,666"
2019,DeMar DeRozan,"$33,042,933"
2019,CJ McCollum,"$32,824,930"
2019,Nikola Jokic,"$32,762,598"
2019,Andrew Wiggins,"$32,762,598"
2019,Joel Embiid,"$32,762,598"
2019,Kristaps Porzingis,"$32,500,982"
2019,Karl-Anthony Towns,"$32,500,982"
2019,D'Angelo Russell,"$32,500,982"
2019,Devin Booker,"$32,500,982"
2019,Otto Porter,"$32,459,977"
2019,Anthony Davis,"$32,272,300"
2019,Andre Drummond,"$32,272,299"
2019,Hassan Whiteside,"$32,272,299"
2019,Bradley Beal,"$32,272,299"
2019,Jrue Holiday,"$31,126,508"
2019,LaMarcus Aldridge,"$30,970,332"
2019,Giannis Antetokounmpo,"$30,782,958"
2019,Steven Adams,"$30,782,958"
2019,Marc Gasol,"$30,488,744"
2019,Nicolas Batum,"$30,452,433"
2019,Rudy Gobert,"$30,086,995"
2019,Chandler Parsons,"$29,901,275"
2019,Harrison Barnes,"$28,763,967"
2019,Serge Ibaka,"$27,720,358"
2019,Danilo Gallinari,"$26,938,899"
2019,Victor Oladipo,"$25,014,499"
2019,Tim Hardaway Jr,"$23,853,263"
2019,Malcolm Brogdon,"$23,823,333"
2019,Terry Rozier,"$23,697,947"
2019,Aaron Gordon,"$23,660,900"
2019,Zach LaVine,"$23,227,749"
2019,Kent Bazemore,"$22,953,379"
2019,Goran Dragic,"$22,891,721"
2019,Jeff Teague,"$22,632,166"
2019,Evan Turner,"$22,163,509"
2019,Tristan Thompson,"$22,083,193"
2019,Draymond Green,"$22,083,193"
2019,Gary Harris,"$21,666,470"
2019,Myles Turner,"$21,440,999"
2019,Julius Randle,"$21,440,999"
2019,Derrick Favors,"$21,024,091"
2019,Andre Iguodala,"$20,470,419"
2019,Evan Fournier,"$20,428,508"
2019,Bismack Biyombo,"$20,249,833"
2019,Bojan Bogdanovic,"$20,249,833"
2019,Clint Capela,"$20,126,609"
2019,Gorgui Dieng,"$19,331,697"
2019,Ricky Rubio,"$19,296,899"
2019,Jonas Valanciunas,"$19,058,666"
2019,Brandon Knight,"$18,634,313"
2019,Eric Bledsoe,"$18,611,978"
2019,Kelly Oubre,"$18,611,978"
2019,Dennis Schroeder,"$18,463,083"
2019,Ian Mahinmi,"$18,403,585"
2019,James Johnson,"$18,283,693"
2019,Marcus Morris,"$17,867,499"
2019,Bobby Portis,"$17,867,499"
2019,Danny Green,"$17,431,707"
2019,Rudy Gay,"$17,271,916"
2019,Cody Zeller,"$17,238,456"
2019,Eric Gordon,"$16,745,099"
2019,Mason Plumlee,"$16,725,285"
2019,JJ Redick,"$16,064,430"
2019,Jordan Clarkson,"$16,006,301"
2019,Dewayne Dedmon,"$15,882,222"
2019,Solomon Hill,"$15,831,075"
2019,Justise Winslow,"$15,485,166"
2019,Thaddeus Young,"$15,366,049"
2019,Will Barton,"$15,219,281"
2019,Courtney Lee,"$15,198,893"
2019,Larry Nance Jr,"$15,160,303"
2019,Patrick Mills,"$15,102,290"
2019,Kelly Olynyk,"$15,089,562"
2019,Marcus Smart,"$14,953,395"
2019,Terrence Ross,"$14,889,583"
2019,Patrick Beverley,"$14,705,762"
2019,Trevor Ariza,"$14,532,233"
2019,Brook Lopez,"$14,404,806"
2019,Jusuf Nurkic,"$14,293,999"
2019,Cory Joseph,"$14,293,999"
2019,Joe Ingles,"$13,644,273"
2019,Tony Snell,"$13,570,791"
2019,Robert Covington,"$13,461,635"
2019,Meyers Leonard,"$13,444,120"
2019,TJ Warren,"$13,174,303"
2019,Moe Harkless,"$13,116,214"
2019,Andre Roberson,"$12,794,011"
2019,Spencer Dinwiddie,"$12,633,037"
2019,Jeremy Lamb,"$12,507,249"
2019,Dwight Powell,"$12,220,625"
2019,George Hill,"$12,071,172"
2019,Josh Richardson,"$12,050,527"
2019,Norman Powell,"$12,050,527"
2019,Tyus Jones,"$12,049,841"
2019,Tomas Satoransky,"$11,911,666"
2019,DeAndre Jordan,"$11,770,630"
2019,Zion Williamson,"$11,622,737"
2019,Markelle Fultz,"$11,608,157"
2019,John Henson,"$11,592,905"
2019,Matthew Dellavedova,"$11,444,133"
2019,Dante Exum,"$11,435,199"
2019,Deandre Ayton,"$11,391,031"
2019,Delon Wright,"$11,284,736"
2019,Jerami Grant,"$11,132,825"
2019,Fred VanVleet,"$11,132,825"
2019,Al-Farouq Aminu,"$11,027,820"
2019,Kyle Anderson,"$10,807,514"
2019,Taj Gibson,"$10,720,499"
2019,Ja Morant,"$10,399,170"
2019,Lonzo Ball,"$10,386,163"
2019,E'Twaun Moore,"$10,321,373"
2019,Marvin Bagley,"$10,191,764"
2019,Bogdan Bogdanovic,"$10,159,920"
2019,PJ Tucker,"$9,945,096"
2019,Cristiano Felicio,"$9,715,750"
2019,Kentavious Caldwell-Pope,"$9,695,241"
2019,Ben Simmons,"$9,665,041"
2019,Maxi Kleber,"$9,529,333"
2019,Louis Williams,"$9,529,333"
2019,Elfrid Payton,"$9,529,333"
2019,Wayne Ellington,"$9,529,333"
2019,Thomas Bryant,"$9,529,333"
2019,RJ Barrett,"$9,338,698"
2019,Jayson Tatum,"$9,326,834"
2019,Jae Crowder,"$9,309,602"
2019,Luka Doncic,"$9,152,162"
2019,Joe Harris,"$9,132,278"
2019,Seth Curry,"$8,887,747"
2019,DeMarre Carroll,"$8,742,279"
2019,Langston Galloway,"$8,735,221"
2019,Doug McDermott,"$8,735,221"
2019,Derrick Rose,"$8,715,854"
2019,Brandon Ingram,"$8,654,403"
2019,Darius Miller,"$8,635,958"
2019,DJ Augustin,"$8,635,958"
2019,De'Andre Hunter,"$8,419,594"
2019,Josh Jackson,"$8,409,017"
2019,Ersan Ilyasova,"$8,338,166"
2019,Davis Bertans,"$8,338,166"
2019,Jaren Jackson Jr,"$8,251,783"
2019,Nemanja Bjelica,"$8,129,712"
2019,Jaylen Brown,"$7,784,070"
2019,Jabari Parker,"$7,742,583"
2019,Ivica Zubac,"$7,720,525"
2019,Darius Garland,"$7,624,562"
2019,De'Aaron Fox,"$7,614,842"
2019,Trae Young,"$7,472,188"
2019,Montrezl Harrell,"$7,146,999"
2019,Ishmael Smith,"$7,146,999"
2019,Marco Belinelli,"$6,963,743"
2019,Jarrett Culver,"$6,925,014"
2019,Jonathan Isaac,"$6,916,437"
2019,Rodney Hood,"$6,811,090"
2019,Mo Bamba,"$6,786,791"
2019,Trey Lyles,"$6,551,416"
2019,Aron Baynes,"$6,495,765"
2019,Kris Dunn,"$6,370,367"
2019,Coby White,"$6,321,664"
2019,Lauri Markkanen,"$6,313,659"
2019,Wendell Carter,"$6,195,734"
2019,Daniel Theis,"$5,955,833"
2019,Luol Deng,"$5,955,833"
2019,Jaxson Hayes,"$5,791,499"
2019,Buddy Hield,"$5,790,507"
2019,Frank Ntilikina,"$5,784,067"
2019,Rodney McGruder,"$5,726,763"
2019,Enes Kanter,"$5,678,291"
2019,Garrett Temple,"$5,678,291"
2019,Justin Holiday,"$5,678,291"
2019,JaMychal Green,"$5,678,291"
2019,Avery Bradley,"$5,678,291"
2019,Robin Lopez,"$5,678,291"
2019,Mike Scott,"$5,678,291"
2019,Frank Kaminsky,"$5,678,291"
2019,Richaun Holmes,"$5,678,291"
2019,Ed Davis,"$5,678,291"
2019,Collin Sexton,"$5,675,861"
2019,Rui Hachimura,"$5,323,514"
2019,Kevon Looney,"$5,317,708"
2019,Dennis Smith,"$5,316,939"
2019,Jamal Murray,"$5,294,433"
2019,Kevin Knox,"$5,217,452"
2019,Cam Reddish,"$5,057,360"
2019,Zach Collins,"$5,050,784"
2019,Mikal Bridges,"$4,956,444"
2019,Alex Len,"$4,955,253"
2019,Nicolo Melli,"$4,886,837"
2019,Cameron Johnson,"$4,804,499"
2019,Malik Monk,"$4,798,495"
2019,Dorian Finney-Smith,"$4,764,666"
2019,JaVale McGee,"$4,764,666"
2019,Reggie Bullock,"$4,764,666"
2019,Patrick McCaw,"$4,764,666"
2019,Shai Gilgeous-Alexander,"$4,708,586"
2019,PJ Washington,"$4,564,360"
2019,Luke Kennard,"$4,558,785"
2019,Miles Bridges,"$4,473,307"
2019,Jakob Poeltl,"$4,472,693"
2019,Tyler Herro,"$4,336,084"
2019,Donovan Mitchell,"$4,330,796"
2019,Stanley Johnson,"$4,315,596"
2019,Jake Layman,"$4,266,742"
2019,Thon Maker,"$4,252,039"
2019,Jerome Robinson,"$4,249,749"
2019,Danuel House,"$4,216,729"
2019,Domantas Sabonis,"$4,204,287"
2019,Boban Marjanovic,"$4,169,083"
2019,TJ McConnell,"$4,169,083"
2019,DeMarcus Cousins,"$4,169,083"
2019,Taurean Prince,"$4,147,624"
2019,Dario Saric,"$4,147,624"
2019,Romeo Langford,"$4,119,530"
2019,Bam Adebayo,"$4,114,384"
2019,Michael Porter,"$4,037,340"
2019,Denzel Valentine,"$4,023,246"
2019,Juan Hernangomez,"$3,955,898"
2019,Sekou Doumbouya,"$3,913,125"
2019,Justin Jackson,"$3,908,122"
2019,Troy Brown,"$3,834,937"
2019,Yogi Ferrell,"$3,752,174"
2019,Zhaire Smith,"$3,643,540"
2019,Ryan Arcidiacono,"$3,573,499"
2019,Quinn Cook,"$3,573,499"
2019,Khem Birch,"$3,573,499"
2019,Nickeil Alexander-Walker,"$3,531,618"
2019,DJ Wilson,"$3,527,187"
2019,Cedi Osman,"$3,462,891"
2019,Donte DiVincenzo,"$3,461,292"
2019,Bryn Forbes,"$3,424,604"
2019,Goga Bitadze,"$3,355,230"
2019,TJ Leaf,"$3,351,085"
2019,Lonnie Walker,"$3,292,622"
2019,Alex Caruso,"$3,275,708"
2019,Malik Beasley,"$3,253,925"
2019,Luka Samanic,"$3,204,143"
2019,John Collins,"$3,200,140"
2019,Kevin Huerter,"$3,140,248"
2019,Caris LeVert,"$3,127,666"
2019,Marko Guduric,"$3,126,812"
2019,DeAndre Bembry,"$3,101,775"
2019,Matisse Thybulle,"$3,075,782"
2019,Harry Giles,"$3,071,780"
2019,Vince Carter,"$3,055,048"
2019,Wilson Chandler,"$3,055,048"
2019,Jose Juan Barea,"$3,055,048"
2019,Thabo Sefolosha,"$3,055,048"
2019,Tyson Chandler,"$3,055,048"
2019,Dwight Howard,"$3,055,048"
2019,Rajon Rondo,"$3,055,048"
2019,Jared Dudley,"$3,055,048"
2019,Udonis Haslem,"$3,055,048"
2019,Kyle Korver,"$3,055,048"
2019,Wesley Matthews,"$3,055,048"
2019,Josh Okogie,"$3,014,461"
2019,Vincent Poirier,"$2,984,817"
2019,Rondae Hollis-Jefferson,"$2,977,916"
2019,Brandon Clarke,"$2,952,711"
2019,Terrance Ferguson,"$2,949,138"
2019,Grayson Allen,"$2,893,820"
2019,Alfonzo McKinnie,"$2,849,252"
2019,Grant Williams,"$2,834,786"
2019,Jarrett Allen,"$2,831,212"
2019,Pascal Siakam,"$2,801,430"
2019,Skal Labissiere,"$2,785,955"
2019,Chandler Hutchison,"$2,778,181"
2019,Patrick Patterson,"$2,777,315"
2019,Dejounte Murray,"$2,765,573"
2019,Alec Burks,"$2,763,559"
2019,Damian Jones,"$2,745,707"
2019,Darius Bazley,"$2,721,577"
2019,Ante Zizic,"$2,718,004"
2019,OG Anunoby,"$2,718,004"
2019,Markieff Morris,"$2,691,902"
2019,Luke Kornet,"$2,680,124"
2019,Aaron Holiday,"$2,667,260"
2019,Ty Jerome,"$2,612,800"
2019,Willie Cauley-Stein,"$2,593,745"
2019,Kyle O'Quinn,"$2,589,975"
2019,Austin Rivers,"$2,589,965"
2019,Carmelo Anthony,"$2,571,763"
2019,Anfernee Simons,"$2,560,484"
2019,Nassir Little,"$2,508,025"
2019,Moritz Wagner,"$2,457,996"
2019,Dylan Windler,"$2,424,977"
2019,Caleb Swanigan,"$2,421,832"
2019,Ben McLemore,"$2,416,393"
2019,Mike Muscala,"$2,416,393"
2019,Michael Carter-Williams,"$2,416,393"
2019,Noah Vonleh,"$2,382,333"
2019,Torrey Craig,"$2,382,333"
2019,Edmond Sumner,"$2,382,333"
2019,Landry Shamet,"$2,376,520"
2019,Mfiondu Kabengele,"$2,354,936"
2019,Kyle Kuzma,"$2,352,077"
2019,Jordan Poole,"$2,340,356"
2019,Tony Bradley,"$2,337,497"
2019,Keldon Johnson,"$2,323,489"
2019,Derrick White,"$2,320,487"
2019,Robert Williams,"$2,307,909"
2019,Josh Hart,"$2,303,906"
2019,Jacob Evans,"$2,294,044"
2019,Dzanan Musa,"$2,277,034"
2019,Omari Spellman,"$2,260,596"
2019,Nerlens Noel,"$2,242,808"
2019,James Ennis,"$2,242,808"
2019,Glenn Robinson III,"$2,242,808"
2019,Bruno Caboclo,"$2,198,061"
2019,Shabazz Napier,"$2,198,061"
2019,JR Smith,"$2,080,336"
2019,JaKarr Sampson,"$2,069,229"
2019,Raul Neto,"$2,069,229"
2019,Mario Hezonja,"$2,069,229"
2019,Emmanuel Mudiay,"$2,069,229"
2019,Pat Connaughton,"$2,052,439"
2019,Jahlil Okafor,"$2,027,944"
2019,Rodions Kurucs,"$2,024,073"
2019,Cheick Diallo,"$1,999,794"
2019,Willy Hernangomez,"$1,997,270"
2019,Treveon Graham,"$1,959,894"
2019,Christian Wood,"$1,959,894"
2019,Derrick Jones,"$1,959,894"
2019,Georges Niang,"$1,959,894"
2019,Shaquille Harrison,"$1,930,361"
2019,Furkan Korkmaz,"$1,930,361"
2019,Semi Ojeleye,"$1,927,927"
2019,Dwayne Bacon,"$1,927,927"
2019,Dillon Brooks,"$1,927,927"
2019,Sterling Brown,"$1,927,927"
2019,Frank Jackson,"$1,927,927"
2019,Damyean Dotson,"$1,927,927"
2019,Abdel Nader,"$1,927,927"
2019,Wesley Iwundu,"$1,927,927"
2019,Royce O'Neale,"$1,927,927"
2019,Monte Morris,"$1,891,847"
2019,Malcolm Miller,"$1,891,847"
2019,Chris Boucher,"$1,891,847"
2019,Mitchell Robinson,"$1,857,876"
2019,Isaiah Roby,"$1,786,749"
2019,Nigel Williams-Goss,"$1,786,749"
2019,Brad Wanamaker,"$1,722,066"
2019,Thanasis Antetokounmpo,"$1,722,066"
2019,Theo Pinson,"$1,722,066"
2019,Shake Milton,"$1,722,066"
2019,Wenyen Gabriel,"$1,722,066"
2019,Devonte Graham,"$1,687,706"
2019,Jalen Brunson,"$1,687,706"
2019,Keita Bates-Diop,"$1,687,706"
2019,Sviatoslav Mykhailiuk,"$1,687,706"
2019,Khyri Thomas,"$1,687,706"
2019,Bruce Brown,"$1,687,706"
2019,Alize Johnson,"$1,687,706"
2019,De'Anthony Melton,"$1,687,706"
2019,Kendrick Nunn,"$1,687,706"
2019,Duncan Robinson,"$1,687,706"
2019,Jarred Vanderbilt,"$1,687,706"
2019,Kenrich Williams,"$1,687,706"
2019,Hamidou Diallo,"$1,687,706"
2019,Deonte Burton,"$1,687,706"
2019,Melvin Frazier,"$1,687,706"
2019,Ryan Broekhoff,"$1,687,706"
2019,Jevon Carter,"$1,687,706"
2019,Elie Okobo,"$1,687,706"
2019,Gary Trent Jr,"$1,687,706"
2019,Chimezie Metu,"$1,687,706"
2019,Isaac Bonga,"$1,687,706"
2019,Bruno Fernando,"$1,667,633"
2019,Jaylen Nowell,"$1,667,633"
2019,Kevin Porter,"$1,537,748"
2019,Jordan McRae,"$1,494,834"
2019,Carsen Edwards,"$1,462,783"
2019,Cody Martin,"$1,397,607"
2019,Gary Payton II,"$1,254,190"
2019,Terance Mann,"$1,191,166"
2019,Admiral Schofield,"$1,191,166"
2019,David Nwaba,"$1,075,755"
2019,Javonte Green,"$1,070,036"
2019,Nicolas Claxton,"$1,070,036"
2019,Jalen McDaniels,"$1,070,036"
2019,Caleb Martin,"$1,070,036"
2019,Daniel Gafford,"$1,070,036"
2019,Vlatko Cancar,"$1,070,036"
2019,Alen Smailagic,"$1,070,036"
2019,Eric Paschall,"$1,070,036"
2019,Talen Horton-Tucker,"$1,070,036"
2019,KZ Okpala,"$1,070,036"
2019,Naz Reid,"$1,070,036"
2019,Ignas Brazdeikis,"$1,070,036"
2019,Jalen Lecque,"$1,070,036"
2019,DaQuan Jeffries,"$1,070,036"
2019,Justin James,"$1,070,036"
2019,Matt Thomas,"$1,070,036"
2019,Terence Davis,"$1,070,036"
2019,Dewan Hernandez,"$1,070,036"
2019,Miye Oni,"$1,070,036"
2019,Damion Lee,"$1,003,351"
2019,Jeff Green,"$1,001,088"
2019,Timothe Luwawu,"$997,700"
2019,Juwan Morgan,"$888,674"
2019,Gary Clark,"$856,168"
2019,Marvin Williams,"$719,795"
2019,Michael Kidd-Gilchrist,"$708,889"
2019,Rayjon Tucker,"$689,176"
2019,Chris Clemons,"$671,038"
2019,Brandon Goodwin,"$622,668"
2019,Reggie Jackson,"$610,736"
2019,Justin Patton,"$575,470"
2019,Anzejs Pasecniks,"$574,313"
2019,Chris Silva,"$556,177"
2019,Troy Daniels,"$546,077"
2019,Anthony Tolliver,"$517,804"
2019,Joakim Noah,"$454,263"
2019,Dion Waiters,"$447,146"
2019,Dean Wade,"$446,687"
2019,Juan Toscano-Anderson,"$417,133"
2019,Ky Bowman,"$417,133"
2019,Norvel Pelle,"$417,133"
2019,Jamal Crawford,"$345,203"
2019,Jordan Bell,"$297,791"
2019,Tyler Zeller,"$292,652"
2019,Trey Burke,"$273,039"
2019,Jontay Porter,"$235,771"
2019,Cameron Payne,"$233,811"
2019,Jerian Grant,"$233,811"
2019,Dragan Bender,"$225,964"
2019,Mychal Mulder,"$223,679"
2019,Tyler Johnson,"$218,120"
2019,PJ Dozier,"$218,120"
2019,Sindarius Thornwell,"$218,120"
2019,Corey Brewer,"$218,120"
2019,Joe Chealey,"$194,584"
2019,Jaylen Adams,"$194,584"
2019,Johnathan Williams,"$192,069"
2019,Luguentz Dort,"$185,401"
2019,Oshae Brissett,"$154,337"
2019,JP Macura,"$126,479"
2019,Donta Hall,"$120,908"
2019,Sheldon Mac,"$109,059"
2019,Chasson Randle,"$109,059"
2019,Jonah Bolden,"$107,021"
2019,Derrick Walton,"$97,292"
2019,Charlie Brown,"$94,778"
2019,Tacko Fall,"$94,778"
2019,Tremont Waters,"$94,778"
2019,Jeremiah Martin,"$94,778"
2019,Chris Chiozza,"$94,778"
2019,Raymond Spalding,"$94,778"
2019,Kobi Simmons,"$94,778"
2019,Max Strus,"$94,778"
2019,Adam Mokoka,"$94,778"
2019,Matt Mooney,"$94,778"
2019,Josh Reaves,"$94,778"
2019,Antonius Cleveland,"$94,778"
2019,Tyler Cook,"$94,778"
2019,Bol Bol,"$94,778"
2019,Jordan Bone,"$94,778"
2019,Louis King,"$94,778"
2019,Michael Frazier,"$94,778"
2019,William Howard,"$94,778"
2019,Naz Long,"$94,778"
